group_type,group,trades,win_rate,avg_pnl,median_pnl,total_pnl,profit_factor,raw_sharpe_proxy,avg_confidence,avg_expected_return,avg_rank_score,avg_holding_days
ticker,AAPL,6,0.3333,-12.85,-23.02,-77.07,0.313,-0.55,50.4,0.405,0.0028,3.83
ticker,PEP,7,0.4286,-11.33,-9.78,-79.28,0.314,-0.502,50.8,0.35,-0.0047,3.71
ticker,MMM,7,0.2857,-11.9,-18.41,-83.28,0.287,-0.61,51.21,0.0929,-0.0047,3.14
ticker,ED,26,0.4615,-3.29,-5.04,-85.61,0.705,-0.155,50.51,0.215,0.0071,3.5
ticker,EBAY,7,0.2857,-12.36,-23.01,-86.54,0.353,-0.508,50.36,0.3671,0.0039,4.14
ticker,ORCL,7,0.4286,-12.42,-17.98,-86.95,0.347,-0.463,52.63,0.2229,0.0013,2.43
ticker,SO,7,0.2857,-12.74,-23.94,-89.15,0.287,-0.591,51.19,0.3114,0.0142,2.14
ticker,GOOGL,6,0.3333,-15.02,-20.96,-90.14,0.355,-0.455,51.73,-0.0117,-0.0038,4.17
ticker,BAC,7,0.2857,-13.11,-29.96,-91.79,0.414,-0.45,50.98,0.2129,-0.0014,2.14
ticker,CVS,7,0.4286,-13.2,-9.22,-92.38,0.241,-0.587,50.91,0.1671,0.0092,3.86
ticker,MCD,10,0.3,-9.26,-17.23,-92.57,0.345,-0.473,51.15,0.209,-0.0028,2.8
ticker,MDT,8,0.375,-11.64,-17.15,-93.1,0.372,-0.459,50.38,0.1525,0.0006,2.88
ticker,AMT,9,0.4444,-10.51,-15.73,-94.61,0.323,-0.497,50.25,0.1189,0.0022,3.22
ticker,MAR,11,0.4545,-8.78,-22.8,-96.58,0.507,-0.328,50.73,0.3009,-0.0015,2.27
ticker,PLD,7,0.2857,-14.13,-25.06,-98.94,0.177,-0.721,50.48,0.0157,0.0071,4.0
ticker,MO,3,0.0,-32.99,-34.54,-98.96,0.0,-6.104,50.51,0.2133,0.0123,2.67
ticker,XEL,9,0.3333,-11.08,-10.85,-99.75,0.226,-0.6,51.4,0.2333,-0.0007,3.67
ticker,PH,7,0.2857,-14.61,-25.81,-102.26,0.36,-0.472,51.24,0.2414,0.0028,3.57
ticker,KMI,21,0.381,-5.01,-8.07,-105.19,0.578,-0.243,51.35,0.2524,0.0058,2.95
ticker,EQR,6,0.1667,-18.52,-27.43,-111.14,0.226,-0.755,50.08,0.2667,0.0074,3.5
ticker,ISRG,6,0.5,-19.06,-26.24,-114.38,0.406,-0.412,51.96,0.4367,0.0032,2.0
ticker,NUE,4,0.0,-29.5,-30.44,-117.99,0.0,-3.843,52.76,0.1275,0.0212,3.5
ticker,O,24,0.4583,-4.95,-6.05,-118.7,0.616,-0.215,50.74,0.3242,0.011,3.0
ticker,UNH,26,0.3846,-4.6,-14.41,-119.56,0.6,-0.238,51.06,0.2669,-0.0032,3.19
ticker,SYY,27,0.5185,-4.51,4.06,-121.85,0.61,-0.217,51.11,0.2319,0.0081,3.33
ticker,GS,7,0.2857,-17.52,-28.44,-122.62,0.228,-0.674,51.08,0.3557,0.002,3.14
ticker,ECL,11,0.3636,-11.33,-10.72,-124.65,0.291,-0.526,50.82,0.1818,0.0041,3.73
ticker,GILD,25,0.48,-5.02,-1.07,-125.57,0.594,-0.209,51.04,0.294,0.0043,3.56
ticker,META,16,0.375,-7.89,-16.69,-126.2,0.527,-0.292,50.62,0.1456,0.0163,3.56
ticker,CHTR,5,0.2,-27.39,-36.5,-136.97,0.226,-0.79,50.41,0.236,0.0122,3.2
ticker,BMY,6,0.3333,-22.91,-35.6,-137.48,0.192,-0.787,50.36,0.27,0.0148,3.17
ticker,APD,8,0.25,-17.46,-19.8,-139.7,0.075,-1.047,50.94,0.2262,0.0024,3.88
ticker,IFF,22,0.5,-6.35,-2.56,-139.7,0.52,-0.287,50.86,0.1705,0.0079,3.95
ticker,CRM,6,0.3333,-23.62,-27.79,-141.73,0.295,-0.553,51.92,0.35,0.0079,4.67
ticker,BRK-B,7,0.2857,-20.35,-27.21,-142.44,0.207,-0.749,50.81,0.4371,-0.0054,2.43
ticker,MU,6,0.3333,-24.23,-48.33,-145.38,0.435,-0.414,51.0,0.1583,0.0272,2.5
ticker,EOG,6,0.3333,-24.44,-40.14,-146.65,0.244,-0.699,50.85,0.3333,0.0072,3.33
ticker,PEG,18,0.3333,-8.15,-17.16,-146.72,0.424,-0.409,50.72,0.2128,0.0065,3.06
ticker,TXN,7,0.2857,-21.3,-28.15,-149.09,0.294,-0.567,50.55,0.3714,-0.0092,2.29
ticker,SBUX,9,0.2222,-17.2,-26.5,-154.82,0.177,-0.923,50.88,0.0733,0.0043,2.22
ticker,VLO,4,0.25,-43.42,-49.91,-173.66,0.228,-0.693,50.53,0.615,0.0104,2.5
ticker,KMB,60,0.4167,-3.09,-5.35,-185.39,0.658,-0.185,51.03,0.1972,0.004,3.15
ticker,AVGO,7,0.1429,-28.26,-49.04,-197.8,0.194,-0.746,51.8,0.1857,0.0161,4.29
ticker,NOW,8,0.25,-25.82,-32.11,-206.55,0.107,-1.12,50.93,0.0437,0.0263,3.88
ticker,C,10,0.1,-22.42,-29.75,-224.17,0.075,-1.276,51.57,0.281,0.0018,3.6
